timer,fight_result,has_round_started,is_round_over,Player1_ID,health,x_coord,y_coord,is_jumping,is_crouching,is_player_in_move,move_id,player1_buttons up,player1_buttons down,player1_buttons right,player1_buttons left,player1.player_buttons.A,player1.player_buttons.B,player1.player_buttons.Y,player1.player_buttons.R,player1.player_buttons.L,Player2_ID,Player2 health,Player2 x_coord,Player2 y_coord,Player2 is_jumping,Player2 is_crouching,Player2 is_player_in_move,Player2 move_id
137,0,1,0,0,142,429,192,0,0,1,132101,0,0,0,1,0,0,0,1,0,7,108,352,192,0,0,0,0
113,0,1,0,0,138,396,186,1,0,0,0,1,0,0,1,0,0,0,0,0,7,113,375,192,0,0,0,0
146,0,1,0,0,102,165,161,0,0,0,0,0,0,0,0,0,0,1,0,0,1,176,218,192,0,0,0,0
117,0,1,0,0,88,237,192,0,0,1,1028,0,0,1,0,0,0,0,0,1,7,154,281,155,1,0,0,0
96,0,1,0,0,9,299,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,1,35,217,192,0,0,0,0
99,0,1,0,0,81,112,192,0,1,1,33686018,0,1,0,0,0,0,0,0,0,6,0,59,192,0,0,0,0
136,0,1,0,0,25,170,161,0,0,0,0,0,0,0,1,0,0,1,0,0,1,176,216,192,0,0,0,0
113,0,1,0,0,92,312,192,0,1,1,33555460,1,0,0,1,0,0,0,1,1,7,72,245,192,0,0,0,0
116,0,1,0,0,79,421,192,0,0,0,0,1,0,0,1,0,0,0,0,0,6,2,367,192,0,1,1,33686532
135,0,1,0,0,143,392,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,7,176,364,192,0,0,0,0
149,0,1,0,0,176,262,192,0,0,0,0,0,0,0,1,0,0,0,0,0,7,176,374,186,1,0,0,0
150,0,1,0,0,176,275,192,0,0,1,131072,0,0,0,1,0,1,0,0,0,1,146,246,192,0,0,0,0
145,0,1,0,0,165,262,192,0,1,1,33555460,0,1,0,0,0,0,0,0,0,0,176,346,192,0,1,0,0
99,0,1,0,0,61,312,192,0,0,0,0,0,0,0,0,0,0,0,1,0,3,109,269,125,1,0,0,0
114,0,1,0,0,37,159,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,1,108,127,191,0,0,0,0
103,0,1,0,0,74,243,192,0,0,1,1,0,0,0,0,0,0,1,0,0,3,121,404,192,0,0,0,0
133,0,1,0,0,82,119,192,0,0,1,100664320,0,0,1,0,0,0,0,0,1,6,165,162,176,0,0,0,0
89,0,1,0,0,0,422,192,0,0,0,0,0,0,1,0,0,0,0,0,0,3,109,249,167,1,0,0,0
102,0,1,0,0,96,206,192,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,155,192,0,0,0,0
130,0,1,0,0,147,259,192,0,0,0,0,0,0,1,0,0,0,0,1,0,6,105,338,192,0,1,1,33555460
146,0,1,0,0,102,165,161,0,0,0,0,0,0,0,0,0,0,1,0,0,1,176,218,192,0,0,0,0
147,0,1,0,0,126,115,149,1,0,0,0,1,0,1,0,0,0,0,0,0,6,176,199,192,0,0,0,0
113,0,1,0,0,36,401,192,0,1,1,33686532,0,1,1,0,0,0,0,0,0,0,43,450,192,0,0,0,0
130,0,1,0,0,42,297,192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133,326,192,0,1,0,0
103,0,1,0,0,43,122,192,1,0,0,0,1,0,1,0,0,0,0,0,0,0,113,332,192,0,0,1,1024
132,0,1,0,0,176,240,192,0,0,1,132101,0,0,1,0,0,0,0,1,0,6,132,312,192,0,0,0,0
149,0,1,0,0,133,212,192,0,0,0,0,0,0,1,0,0,0,0,0,1,1,146,238,192,0,0,1,131073
132,0,1,0,0,11,55,173,0,0,0,0,0,0,1,0,0,0,0,0,0,6,166,123,192,0,0,1,131586
105,0,1,0,0,81,174,175,1,0,0,0,1,0,0,1,0,0,0,0,0,6,35,59,192,0,0,0,0
120,0,1,0,0,87,373,192,0,1,1,33555460,0,1,0,0,0,0,0,0,1,1,78,439,192,0,0,1,132101
151,0,1,0,0,176,234,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,1,176,293,192,0,1,1,33685504
148,0,1,0,0,170,220,192,0,0,0,0,0,0,0,0,1,0,0,0,0,3,176,268,192,0,0,1,1
117,0,1,0,0,106,421,192,0,0,1,131073,0,0,0,1,0,1,0,0,0,6,2,383,192,0,0,0,0
137,0,1,0,0,140,333,151,1,0,1,33555461,0,1,0,0,0,0,0,0,1,0,140,436,192,0,0,1,1028
115,0,1,0,0,31,457,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,1,112,422,165,0,0,0,0
117,0,1,0,0,36,312,192,0,0,1,132101,0,0,1,0,0,0,0,1,1,0,103,372,192,0,0,0,0
112,0,1,0,0,76,309,140,1,0,0,0,1,0,1,0,0,0,0,0,0,0,75,457,192,0,0,0,0
105,0,1,0,0,74,263,192,0,1,1,33555460,0,0,0,0,0,0,0,1,0,3,121,386,192,0,0,0,0
117,0,1,0,0,147,230,192,0,0,0,0,0,1,0,0,1,0,0,0,0,6,85,308,192,0,0,0,0
136,0,1,0,0,126,250,147,0,0,0,0,0,0,0,1,0,0,0,0,0,6,143,203,143,1,0,0,0
136,0,1,0,0,176,240,192,0,0,1,1,0,0,0,0,0,0,1,0,0,3,176,368,192,0,0,0,0
146,0,1,0,0,102,165,161,0,0,0,0,0,0,0,0,0,0,1,0,0,1,176,218,192,0,0,0,0
49,0,1,0,0,34,359,192,0,0,0,0,0,0,0,1,0,0,0,0,0,7,27,260,192,0,0,1,1028
144,0,1,0,0,44,170,166,0,0,0,0,0,0,0,1,0,0,0,0,0,1,176,216,192,0,0,0,0
105,0,1,0,0,86,287,149,1,0,0,0,1,0,0,1,0,0,0,0,0,3,109,197,192,0,1,0,0
97,0,1,0,0,18,259,127,1,0,0,0,1,0,1,0,0,0,0,0,0,0,70,429,192,0,0,0,0
121,0,1,0,0,87,349,147,1,0,1,132101,0,0,1,0,0,0,0,1,0,1,78,414,192,0,0,0,0
101,0,1,0,0,11,199,179,0,0,0,0,0,1,0,1,0,0,0,0,0,1,40,150,192,0,0,0,0
136,0,1,0,0,100,332,161,1,0,0,0,1,0,1,0,0,0,0,0,0,0,165,425,192,0,0,0,0
152,0,1,0,0,144,270,154,1,0,0,0,0,0,1,0,1,0,0,0,0,0,176,325,192,0,0,1,132101
104,0,1,0,0,102,255,192,0,0,0,0,0,1,0,0,0,0,0,1,0,6,58,328,192,0,0,0,0
115,0,1,0,0,19,134,192,0,0,0,0,0,0,1,0,0,0,0,0,1,6,121,196,192,0,0,1,4
105,0,1,0,0,86,278,135,1,0,0,0,1,0,0,1,0,0,0,0,0,3,109,197,192,0,1,0,0
134,0,1,0,0,165,386,192,0,0,1,132101,0,0,1,0,0,0,0,1,0,3,141,447,192,0,0,0,0
146,0,1,0,0,122,203,192,0,0,1,0,0,0,1,0,0,0,1,0,0,0,165,333,192,0,0,0,0
145,0,1,0,0,113,207,192,0,0,1,1,0,0,0,1,0,0,1,0,0,1,140,260,192,0,0,0,0
114,0,1,0,0,92,312,192,0,0,0,0,0,1,0,0,0,0,0,0,1,7,103,290,192,0,1,1,33686533
153,0,0,0,0,176,203,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,176,286,192,0,0,0,0
153,0,0,0,0,176,205,192,0,0,0,0,1,0,1,0,0,0,0,0,0,1,176,307,192,0,0,0,0
65,0,1,0,0,73,353,192,0,0,0,0,0,1,0,0,1,0,0,0,0,7,50,387,192,0,1,1,33686019
102,0,1,0,0,74,269,192,0,0,0,0,0,0,1,0,0,0,1,0,0,3,121,420,192,0,0,0,0
121,0,1,0,0,84,161,192,0,0,0,0,0,0,1,0,0,0,0,0,0,6,71,316,190,1,0,0,0
148,0,1,0,0,136,202,192,0,1,0,0,0,1,0,0,0,0,0,0,0,1,176,227,192,0,0,1,33555456
144,0,1,0,0,143,346,192,0,0,1,1029,0,0,1,0,0,0,0,0,1,7,176,357,192,0,0,1,1029
88,0,1,0,0,41,301,192,0,0,0,0,0,0,1,0,0,0,0,0,0,3,121,457,192,0,0,1,33555461
151,0,1,0,0,176,200,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,1,176,291,192,0,1,1,33685504
115,0,1,0,0,31,457,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,1,112,422,167,0,0,0,0
131,0,1,0,0,80,55,192,0,0,0,0,0,0,1,0,0,0,0,0,1,1,176,89,140,1,0,1,33817088
137,0,1,0,0,142,429,192,0,0,1,132101,0,0,0,1,0,0,0,1,0,7,108,352,192,0,0,0,0
147,0,1,0,0,147,159,129,1,0,0,0,0,1,1,0,0,0,0,0,0,6,166,212,192,0,0,0,0
113,0,1,0,0,19,130,192,0,0,0,0,0,0,1,0,0,1,0,0,0,6,121,190,192,0,0,1,4
89,0,1,0,0,46,403,192,0,0,1,1,0,0,1,0,0,0,1,0,0,3,121,327,192,0,0,1,33555461
119,0,1,0,0,93,126,192,0,0,1,131073,0,0,1,0,0,1,0,0,0,6,118,162,192,0,0,0,0
104,0,1,0,0,98,167,192,0,0,1,131587,0,0,0,0,1,0,0,0,0,7,3,117,131,1,0,0,0
153,0,0,0,0,176,205,192,0,0,0,0,1,0,1,0,0,0,0,0,0,0,176,307,192,0,0,0,0
102,0,1,0,0,61,293,183,1,0,0,0,0,0,1,0,0,0,0,0,0,3,109,197,192,0,0,0,0
135,0,1,0,0,30,55,192,0,0,0,0,0,1,0,0,0,1,0,0,0,6,176,122,192,0,0,0,0
55,0,1,0,0,3,259,192,0,1,1,33555460,0,0,1,0,0,0,0,0,1,3,66,201,192,0,0,0,0
116,0,1,0,0,14,185,192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,104,328,128,1,0,0,0
134,0,1,0,0,98,298,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,176,130,192,0,0,1,33686016
73,0,1,0,0,57,437,192,0,1,1,33686532,0,1,0,0,0,0,0,0,0,6,9,446,192,0,0,0,0
113,0,1,0,0,138,396,186,1,0,0,0,1,0,0,1,0,0,0,0,0,7,113,375,192,0,0,0,0
67,0,1,0,0,87,326,192,0,0,0,0,0,0,1,0,0,0,0,0,0,7,50,391,155,1,0,1,67109892
133,0,1,0,0,121,90,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,6,151,156,192,0,1,1,33686532
120,0,1,0,0,56,447,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,1,112,360,192,0,0,1,33817601
103,0,1,0,0,74,243,192,0,0,0,0,0,0,0,0,0,0,1,0,0,3,121,404,192,0,0,0,0
131,0,1,0,0,136,371,192,0,0,0,0,0,0,1,0,0,0,0,0,0,3,109,457,192,0,0,0,0
134,0,1,0,0,19,170,161,0,0,0,0,0,0,0,1,0,0,0,1,0,1,176,216,192,0,0,0,0
137,0,1,0,0,110,98,175,1,0,0,0,1,0,1,0,0,0,0,0,0,6,171,149,192,0,0,0,0
129,0,1,0,0,78,448,192,0,0,1,131073,0,0,1,0,0,0,0,0,0,1,133,372,192,0,0,1,1
130,0,1,0,0,78,448,192,0,0,1,131587,0,0,0,1,1,0,0,0,0,1,133,366,192,0,1,1,33555460
113,0,1,0,0,79,424,192,0,1,1,33685504,0,0,0,1,0,1,0,0,0,6,0,396,192,0,0,0,0
153,0,0,0,0,176,205,192,0,0,0,0,1,0,1,0,0,0,0,0,0,7,176,307,192,0,0,0,0
131,0,1,0,0,141,352,143,1,0,0,0,1,0,1,0,0,0,0,0,0,6,65,407,192,0,0,1,394243
117,0,1,0,0,147,230,191,0,0,0,0,0,1,0,0,1,0,0,0,0,6,85,308,192,0,0,0,0
144,0,1,0,0,110,89,192,0,1,0,0,0,1,1,0,0,0,0,0,0,6,176,151,192,0,0,0,0
149,0,1,0,0,176,269,173,0,0,0,0,1,0,0,1,0,1,0,0,0,1,133,230,192,0,0,0,0
151,0,1,0,0,151,190,192,0,0,0,0,0,0,1,0,0,0,0,1,0,1,176,242,192,0,0,1,515
55,0,1,0,0,3,259,192,0,1,1,33555460,0,0,1,0,0,0,0,0,0,3,66,182,192,0,0,0,0
149,0,1,0,0,122,299,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,176,353,192,0,0,1,1029
153,0,0,0,0,176,205,192,0,0,0,0,1,0,1,0,0,0,0,0,0,7,176,307,192,0,0,0,0
136,0,1,0,0,154,339,180,1,0,0,0,1,0,1,0,0,0,0,0,0,0,176,457,192,0,0,0,0
145,0,1,0,0,113,207,192,0,0,1,1,0,0,0,0,0,0,1,0,0,1,146,262,192,0,0,0,0
147,0,1,0,0,140,393,192,0,0,0,0,1,0,1,0,0,0,0,0,0,0,176,337,192,0,0,1,1028
130,0,1,0,0,78,408,192,0,0,1,131073,0,1,0,0,0,1,0,0,0,1,133,454,192,0,1,1,33555460
128,0,1,0,0,56,448,192,0,0,0,0,0,0,1,0,1,0,0,0,0,1,133,395,192,0,0,1,1
96,0,1,0,0,46,357,192,0,0,1,100664320,0,0,1,0,0,0,0,0,1,6,0,304,151,0,0,0,0
146,0,1,0,0,98,165,161,0,0,0,0,0,0,0,0,0,1,0,0,0,1,176,218,192,0,0,0,0
134,0,1,0,0,141,359,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,6,70,437,153,1,0,0,0
89,0,1,0,0,35,55,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,7,69,191,163,1,0,0,0
99,0,1,0,0,121,347,192,0,0,0,0,1,0,1,0,0,0,0,0,0,7,113,457,192,0,0,1,1029
104,0,1,0,0,81,96,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,6,35,59,192,0,1,0,0
96,0,1,0,0,46,348,192,0,0,1,1,0,0,0,0,0,0,1,0,0,3,121,455,192,0,0,0,0
96,0,1,0,0,46,327,192,0,0,1,1,0,0,0,1,0,0,1,0,0,3,121,457,192,0,0,0,0
134,0,1,0,0,47,55,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,147,80,192,0,0,1,1029
148,0,1,0,0,113,198,192,0,0,0,0,0,0,0,0,0,0,0,1,0,1,146,238,192,0,0,1,1
80,0,1,0,0,0,402,192,0,0,1,132101,0,0,0,1,0,0,0,1,0,3,1,348,192,0,0,0,0
65,0,1,0,0,73,362,192,0,0,0,0,0,1,0,0,1,0,0,0,0,7,50,408,192,0,1,1,33686019
57,0,1,0,0,58,304,192,0,1,0,0,0,1,1,0,0,0,0,0,0,7,27,365,192,1,0,0,0
136,0,1,0,0,28,170,161,0,0,0,0,0,0,0,1,0,0,1,0,0,1,176,216,192,0,0,0,0
102,0,1,0,0,36,289,192,0,0,0,0,0,0,0,1,0,0,1,0,0,7,121,314,192,0,0,0,0
81,0,1,0,0,57,341,192,0,1,1,33686532,1,0,1,0,0,0,0,0,0,6,58,453,192,0,0,0,0
117,0,1,0,0,147,230,192,0,0,0,0,0,1,0,0,1,0,0,0,0,6,85,308,192,0,0,0,0
151,0,1,0,0,146,214,175,1,0,0,0,1,0,1,0,0,0,0,0,0,1,147,271,140,1,0,1,33817093
145,0,1,0,0,122,365,192,0,0,1,131073,0,0,1,0,0,1,0,0,0,0,165,416,192,0,0,0,0
147,0,1,0,0,141,238,192,0,0,0,0,0,1,0,0,0,0,0,0,1,6,166,263,192,0,0,0,0
128,0,1,0,0,78,448,192,0,0,1,131073,0,0,1,0,0,1,0,0,0,1,133,378,192,0,0,0,0
136,0,1,0,0,143,343,128,1,0,1,1029,0,1,1,0,0,0,0,0,1,7,176,410,192,0,0,1,393733
104,0,1,0,0,138,337,192,0,1,1,33686018,0,0,1,0,1,0,0,0,0,7,113,416,112,1,0,0,0
117,0,1,0,0,108,358,192,0,0,1,131073,0,0,0,1,0,1,0,0,0,3,109,309,192,0,1,0,0
83,0,1,0,0,57,358,136,1,0,1,33686533,0,1,0,0,0,0,0,1,0,6,58,408,192,0,0,0,0
131,0,1,0,0,117,258,192,0,0,1,1029,0,0,1,0,0,0,0,0,1,3,144,328,192,0,0,0,0
152,0,1,0,0,147,208,192,0,0,0,0,1,0,1,0,0,0,0,0,0,6,166,275,192,0,1,1,33686532
104,0,1,0,0,1,55,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,6,121,112,192,0,1,0,0
128,0,1,0,0,81,334,192,0,0,1,100795394,0,0,0,1,0,0,0,1,1,6,113,280,192,0,0,0,0
145,0,1,0,0,113,207,192,0,0,1,1,0,0,0,1,0,0,1,0,0,1,140,260,192,0,0,0,0
86,0,1,0,0,41,226,192,0,1,1,33554432,0,1,0,0,0,0,1,0,0,3,121,401,192,0,1,1,33686532
130,0,1,0,0,87,253,167,1,0,1,132101,0,0,1,0,0,0,0,1,0,1,108,310,192,0,0,0,0
80,0,1,0,0,57,403,192,0,1,0,0,0,1,0,0,0,0,0,0,0,6,32,453,192,0,0,0,0
129,0,1,0,0,54,241,151,0,0,0,0,0,0,0,1,0,0,0,0,0,6,126,300,192,0,0,1,2
118,0,1,0,0,96,418,151,1,0,0,0,0,1,1,0,0,0,0,0,0,3,144,457,192,0,1,1,33686532
119,0,1,0,0,93,126,192,0,0,1,131073,0,0,1,0,0,0,0,0,0,6,108,170,192,0,0,0,0
103,0,1,0,0,74,243,192,0,0,0,0,0,0,0,0,0,0,1,0,0,3,121,404,192,0,0,0,0
114,0,1,0,0,92,312,192,0,1,1,33555460,0,1,0,0,0,0,0,0,1,7,72,290,192,0,1,0,0
133,0,1,0,0,29,55,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,147,90,192,0,0,1,1029
147,0,1,0,0,140,393,192,0,0,0,0,1,0,1,0,0,0,0,0,0,0,176,342,192,0,0,1,1028
115,0,1,0,0,108,399,192,0,0,0,0,0,0,0,1,0,0,0,0,0,3,109,264,192,0,0,0,0
86,0,1,0,0,41,226,192,0,1,1,33554432,0,1,0,0,0,0,1,0,0,3,121,401,192,0,1,1,33686532
149,0,1,0,0,122,317,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,0,176,307,192,0,0,1,1029
133,0,1,0,0,93,90,192,0,1,0,0,0,1,0,0,0,1,0,0,0,6,151,156,192,0,1,1,33686532
150,0,1,0,0,122,165,161,0,0,0,0,0,0,1,0,0,0,0,1,0,1,176,218,192,0,0,0,0
81,0,1,0,0,57,341,192,0,1,1,33686532,1,0,1,0,0,0,0,0,0,6,58,453,192,0,0,0,0
119,0,1,0,0,88,331,173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,113,431,192,0,0,0,0
134,0,1,0,0,176,278,192,0,0,0,0,0,0,0,1,0,0,1,1,0,6,132,335,192,0,0,1,132101
131,0,1,0,0,42,297,192,0,0,0,0,0,0,0,0,0,0,0,1,1,0,133,326,192,0,1,0,0
149,0,1,0,0,176,287,192,0,0,0,0,1,0,1,0,0,0,0,0,0,7,176,410,108,1,0,0,0
86,0,1,0,0,35,156,192,0,0,0,0,0,0,0,1,0,0,0,0,0,7,69,225,124,1,0,0,0
121,0,1,0,0,106,346,192,0,0,0,0,1,0,1,0,0,0,0,0,0,6,37,453,192,0,0,0,0
104,0,1,0,0,102,255,192,0,1,1,33686532,0,1,0,0,0,0,0,1,0,6,58,328,192,0,0,0,0
132,0,1,0,0,142,383,192,0,0,1,132101,0,0,1,0,0,0,0,1,0,7,108,284,192,0,0,0,0
121,0,1,0,0,55,55,122,0,0,0,0,0,0,0,1,0,0,0,0,0,1,140,121,192,0,0,0,0
150,0,1,0,0,176,178,192,0,0,1,131587,0,0,1,0,1,0,0,0,0,3,176,282,192,0,0,0,0
146,0,1,0,0,165,203,192,0,0,1,132101,0,0,1,0,0,0,0,1,0,3,176,262,192,0,0,1,1029
102,0,1,0,0,36,289,168,0,0,0,0,0,0,0,1,0,0,1,0,0,7,121,314,192,0,0,0,0
